round,prediction,actual,result,bet,profit,balance
405,莊,莊,贏,100,95.0,865.0
406,莊,莊,贏,100,95.0,960.0
407,莊,閒,輸,100,-100.0,860.0
408,莊,和,和局,0,0.0,860.0
409,莊,莊,贏,100,95.0,955.0
410,莊,閒,輸,100,-100.0,855.0
411,莊,閒,輸,100,-100.0,755.0
412,莊,莊,贏,100,95.0,850.0
413,莊,莊,贏,100,95.0,945.0
414,莊,閒,輸,100,-100.0,845.0
415,莊,和,和局,0,0.0,845.0
416,莊,和,和局,0,0.0,845.0
417,閒,閒,贏,100,100.0,945.0
418,閒,莊,輸,100,-100.0,845.0
419,莊,閒,輸,100,-100.0,745.0
420,閒,莊,輸,100,-100.0,645.0
421,莊,閒,輸,100,-100.0,545.0
422,莊,閒,輸,100,-100.0,445.0
423,閒,閒,贏,100,100.0,545.0
424,閒,莊,輸,100,-100.0,445.0
425,閒,莊,輸,100,-100.0,345.0
426,閒,閒,贏,100,100.0,445.0
427,閒,莊,輸,100,-100.0,345.0
428,莊,莊,贏,100,95.0,440.0
429,莊,閒,輸,100,-100.0,340.0
430,莊,閒,輸,100,-100.0,240.0
431,閒,莊,輸,100,-100.0,140.0
432,莊,莊,贏,100,95.0,235.0
433,莊,莊,贏,100,95.0,330.0
434,莊,閒,輸,100,-100.0,230.0
435,莊,閒,輸,100,-100.0,130.0
436,莊,莊,贏,100,95.0,225.0
437,莊,閒,輸,100,-100.0,125.0
438,莊,莊,贏,100,95.0,220.0
439,莊,莊,贏,100,95.0,315.0
440,莊,莊,贏,100,95.0,410.0
441,莊,莊,贏,100,95.0,505.0
442,莊,莊,贏,100,95.0,600.0
443,莊,和,和局,0,0.0,600.0
444,莊,閒,輸,100,-100.0,500.0
445,莊,莊,贏,100,95.0,595.0
446,莊,莊,贏,100,95.0,690.0
447,莊,閒,輸,100,-100.0,590.0
448,莊,莊,贏,100,95.0,685.0
449,莊,閒,輸,100,-100.0,585.0
450,莊,莊,贏,100,95.0,680.0
451,莊,閒,輸,100,-100.0,580.0
452,莊,莊,贏,100,95.0,675.0
453,莊,莊,贏,100,95.0,770.0
454,莊,莊,贏,100,95.0,865.0
455,莊,莊,贏,100,95.0,960.0
456,莊,閒,輸,100,-100.0,860.0
457,莊,閒,輸,100,-100.0,760.0
458,莊,莊,贏,100,95.0,855.0
459,莊,閒,輸,100,-100.0,755.0
460,莊,閒,輸,100,-100.0,655.0
461,莊,閒,輸,100,-100.0,555.0
462,莊,莊,贏,100,95.0,650.0
463,莊,莊,贏,100,95.0,745.0
464,莊,莊,贏,100,95.0,840.0
465,莊,閒,輸,100,-100.0,740.0
466,閒,閒,贏,100,100.0,840.0
467,閒,閒,贏,100,100.0,940.0
468,閒,閒,贏,100,100.0,1040.0
469,閒,閒,贏,100,100.0,1140.0
470,閒,閒,贏,100,100.0,1240.0
471,閒,和,和局,0,0.0,1240.0
472,閒,閒,贏,100,100.0,1340.0
473,閒,閒,贏,100,100.0,1440.0
474,閒,莊,輸,100,-100.0,1340.0
475,閒,莊,輸,100,-100.0,1240.0
476,閒,閒,贏,100,100.0,1340.0
477,閒,莊,輸,100,-100.0,1240.0
478,閒,閒,贏,100,100.0,1340.0
479,閒,莊,輸,100,-100.0,1240.0
480,閒,莊,輸,100,-100.0,1140.0
481,莊,莊,贏,100,95.0,1235.0
482,莊,閒,輸,100,-100.0,1135.0
483,莊,莊,贏,100,95.0,1230.0
484,莊,閒,輸,100,-100.0,1130.0
485,莊,莊,贏,100,95.0,1225.0
486,莊,莊,贏,100,95.0,1320.0
487,莊,閒,輸,100,-100.0,1220.0
488,莊,閒,輸,100,-100.0,1120.0
489,莊,莊,贏,100,95.0,1215.0
490,莊,莊,贏,100,95.0,1310.0
491,莊,閒,輸,100,-100.0,1210.0
492,莊,閒,輸,100,-100.0,1110.0
493,莊,和,和局,0,0.0,1110.0
494,閒,閒,贏,100,100.0,1210.0
495,閒,莊,輸,100,-100.0,1110.0
496,閒,閒,贏,100,100.0,1210.0
497,閒,莊,輸,100,-100.0,1110.0
498,閒,和,和局,0,0.0,1110.0
499,莊,莊,贏,100,95.0,1205.0
500,莊,莊,贏,100,95.0,1300.0
