round,prediction,actual,result,bet,profit,balance
484,閒,閒,贏,100,100.0,-910.0
485,閒,莊,輸,100,-100.0,-1010.0
486,莊,莊,贏,100,95.0,-915.0
487,閒,閒,贏,100,100.0,-815.0
488,閒,閒,贏,100,100.0,-715.0
489,閒,莊,輸,100,-100.0,-815.0
490,莊,莊,贏,100,95.0,-720.0
491,閒,閒,贏,100,100.0,-620.0
492,莊,閒,輸,100,-100.0,-720.0
493,莊,和,和局,0,0.0,-720.0
494,閒,閒,贏,100,100.0,-620.0
495,莊,莊,贏,100,95.0,-525.0
496,莊,閒,輸,100,-100.0,-625.0
497,閒,莊,輸,100,-100.0,-725.0
498,莊,和,和局,0,0.0,-725.0
499,閒,莊,輸,100,-100.0,-825.0
500,莊,莊,贏,100,95.0,-730.0
