round,prediction,actual,result,bet,profit,balance
472,莊,閒,輸,100,-100.0,-735.0
473,莊,閒,輸,100,-100.0,-835.0
474,莊,莊,贏,100,95.0,-740.0
475,莊,莊,贏,100,95.0,-645.0
476,莊,閒,輸,100,-100.0,-745.0
477,莊,莊,贏,100,95.0,-650.0
478,莊,閒,輸,100,-100.0,-750.0
479,莊,莊,贏,100,95.0,-655.0
480,莊,莊,贏,100,95.0,-560.0
481,莊,莊,贏,100,95.0,-465.0
482,莊,閒,輸,100,-100.0,-565.0
483,莊,莊,贏,100,95.0,-470.0
484,莊,閒,輸,100,-100.0,-570.0
485,莊,莊,贏,100,95.0,-475.0
486,莊,莊,贏,100,95.0,-380.0
487,莊,閒,輸,100,-100.0,-480.0
488,莊,閒,輸,100,-100.0,-580.0
489,莊,莊,贏,100,95.0,-485.0
490,莊,莊,贏,100,95.0,-390.0
491,莊,閒,輸,100,-100.0,-490.0
492,莊,閒,輸,100,-100.0,-590.0
493,莊,和,和局,0,0.0,-590.0
494,莊,閒,輸,100,-100.0,-690.0
495,莊,莊,贏,100,95.0,-595.0
496,莊,閒,輸,100,-100.0,-695.0
497,莊,莊,贏,100,95.0,-600.0
498,莊,和,和局,0,0.0,-600.0
499,莊,莊,贏,100,95.0,-505.0
500,莊,莊,贏,100,95.0,-410.0
